filename;number;isCarved;carvedRatio;carvedDirection
SCBild1267.jpg;1267;1;0.75188;v
SCBild1268.jpg;1268;1;0.506329;v
SCBild1269.jpg;1269;1;0.588235;v
SCBild1270.jpg;1270;1;0.607903;v
SCBild1271.jpg;1271;1;0.666667;v
SCBild1272.jpg;1272;1;0.666667;v
SCBild1273.jpg;1273;0;1;v
SCBild1274.jpg;1274;1;0.5;v
SCBild1275.jpg;1275;1;0.75188;v
SCBild1276.jpg;1276;1;0.666667;v
SCBild1277.jpg;1277;1;0.75188;h
SCBild1278.jpg;1278;1;0.664452;v
SCBild1279.jpg;1279;1;0.740741;v
SCBild1280.jpg;1280;1;0.666667;v
SCBild1281.jpg;1281;1;0.607903;v
SCBild1282.jpg;1282;1;0.8;v
SCBild1283.jpg;1283;0;1;v
SCBild1284.jpg;1284;1;0.684932;v
SCBild1285.jpg;1285;1;0.668896;v
SCBild1286.jpg;1286;1;1;h
SCBild1287.jpg;1287;0;1;v
SCBild1288.jpg;1288;1;0.668896;v
SCBild1289.jpg;1289;0;1;h
SCBild1290.jpg;1290;0;1;v
SCBild1291.jpg;1291;1;0.461894;v
SCBild1292.jpg;1292;1;1;h
SCBild1293.jpg;1293;1;0.668896;v
SCBild1294.jpg;1294;0;1;v
SCBild1295.jpg;1295;1;0.727273;v
SCBild1296.jpg;1296;1;0.666667;v
SCBild1297.jpg;1297;1;0.701754;v
SCBild1298.jpg;1298;0;1;h
SCBild1299.jpg;1299;0;1;v
SCBild1300.jpg;1300;0;1;v
SCBild1301.jpg;1301;0;1;v
SCBild1302.jpg;1302;1;0.56338;v
SCBild1303.jpg;1303;1;0.666667;v
SCBild1304.jpg;1304;1;1;h
SCBild1305.jpg;1305;1;0.518135;v
SCBild1306.jpg;1306;1;0.542005;v
SCBild1307.jpg;1307;1;0.671141;v
SCBild1308.jpg;1308;1;0.75188;v
SCBild1309.jpg;1309;0;1;v
SCBild1310.jpg;1310;0;1;v
SCBild1311.jpg;1311;0;1;h
SCBild1312.jpg;1312;1;0.56338;v
SCBild1313.jpg;1313;0;1;v
SCBild1314.jpg;1314;0;1;v
SCBild1315.jpg;1315;1;0.660066;v
SCBild1316.jpg;1316;0;1;v
SCBild1317.jpg;1317;0;1;v
SCBild1318.jpg;1318;1;0.865801;v
SCBild1319.jpg;1319;1;0.75188;v
SCBild1320.jpg;1320;1;0.625;v
SCBild1321.jpg;1321;1;0.668896;v
SCBild1322.jpg;1322;1;1;h
SCBild1323.jpg;1323;1;0.666667;v
SCBild1324.jpg;1324;1;0.680272;v
SCBild1325.jpg;1325;1;0.75188;h
SCBild1326.jpg;1326;0;1;v
SCBild1327.jpg;1327;1;0.666667;v
SCBild1328.jpg;1328;0;1;v
SCBild1329.jpg;1329;0;1;v
SCBild1330.jpg;1330;0;1;v
SCBild1331.jpg;1331;1;0.564972;v
SCBild1332.jpg;1332;1;0.649351;v
SCBild1333.jpg;1333;1;0.666667;v
SCBild1334.jpg;1334;1;0.666667;v
SCBild1335.jpg;1335;0;1;v
SCBild1336.jpg;1336;1;0.56338;v
SCBild1337.jpg;1337;1;0.75188;v
SCBild1338.jpg;1338;1;0.294118;v
SCBild1339.jpg;1339;1;0.673401;v
SCBild1340.jpg;1340;1;0.655738;v
SCBild1341.jpg;1341;1;0.626959;v
SCBild1342.jpg;1342;1;0.666667;v
SCBild1343.jpg;1343;1;0.666667;h
SCBild1344.jpg;1344;1;0.743494;v
SCBild1345.jpg;1345;0;1;v
SCBild1346.jpg;1346;1;0.385356;v
SCBild1347.jpg;1347;1;0.75188;v
SCBild1348.jpg;1348;1;0.763359;v
SCBild1349.jpg;1349;1;0.75188;v
SCBild1350.jpg;1350;1;1;h
SCBild1351.jpg;1351;0;1;h
SCBild1352.jpg;1352;1;0.668896;h
SCBild1353.jpg;1353;1;0.668896;v
SCBild1354.jpg;1354;1;0.56338;v
SCBild1355.jpg;1355;1;0.666667;v
SCBild1356.jpg;1356;0;1;h
SCBild1357.jpg;1357;1;1;h
SCBild1358.jpg;1358;1;0.664452;v
SCBild1359.jpg;1359;1;0.666667;v
SCBild1360.jpg;1360;1;0.173461;v
SCBild1361.jpg;1361;1;0.668896;v
SCBild1362.jpg;1362;1;0.497512;v
SCBild1363.jpg;1363;1;0.671141;v
SCBild1364.jpg;1364;1;0.666667;v
SCBild1365.jpg;1365;1;0.75188;v
SCBild1366.jpg;1366;1;0.617284;v
SCBild1367.jpg;1367;0;1;v
SCBild1368.jpg;1368;1;1;h
SCBild1369.jpg;1369;0;1;v
SCBild1370.jpg;1370;0;1;v
SCBild1371.jpg;1371;0;1;v
SCBild1372.jpg;1372;1;0.671141;v
SCBild1373.jpg;1373;1;0.653595;v
SCBild1374.jpg;1374;1;0.668896;v
SCBild1375.jpg;1375;1;0.668896;v
SCBild1376.jpg;1376;0;1;h
SCBild1377.jpg;1377;0;1;v
SCBild1378.jpg;1378;1;0.56338;v
SCBild1379.jpg;1379;0;1;v
SCBild1380.jpg;1380;1;0.666667;v
SCBild1381.jpg;1381;0;1;v
SCBild1382.jpg;1382;0;1;v
SCBild1383.jpg;1383;1;0.75188;h
SCBild1384.jpg;1384;0;1;v
SCBild1385.jpg;1385;1;0.558659;v
SCBild1386.jpg;1386;1;0.727273;v
SCBild1387.jpg;1387;0;1;v
SCBild1388.jpg;1388;0;1;h
SCBild1389.jpg;1389;1;0.671141;v
SCBild1390.jpg;1390;1;0.668896;v
SCBild1391.jpg;1391;1;0.75188;v
SCBild1392.jpg;1392;1;0.56338;v
SCBild1393.jpg;1393;1;0.666667;v
SCBild1394.jpg;1394;0;1;v
SCBild1395.jpg;1395;1;0.724638;v
SCBild1396.jpg;1396;1;0.668896;v
SCBild1397.jpg;1397;1;0.207039;v
SCBild1398.jpg;1398;1;0.668896;v
SCBild1399.jpg;1399;1;0.668896;v
SCBild1400.jpg;1400;1;0.666667;v
SCBild1401.jpg;1401;1;0.56338;v
SCBild1402.jpg;1402;1;0.668896;v
SCBild1403.jpg;1403;0;1;v
SCBild1404.jpg;1404;1;0.75188;v
SCBild1405.jpg;1405;1;0.668896;v
SCBild1406.jpg;1406;1;0.995025;v
SCBild1407.jpg;1407;0;1;v
SCBild1408.jpg;1408;1;0.668896;v
SCBild1409.jpg;1409;1;0.666667;v
SCBild1410.jpg;1410;0;1;v
SCBild1411.jpg;1411;1;0.56338;v
SCBild1412.jpg;1412;1;1;h
SCBild1413.jpg;1413;1;0.668896;v
SCBild1414.jpg;1414;1;0.668896;v
SCBild1415.jpg;1415;1;0.554017;v
SCBild1416.jpg;1416;1;0.662252;v
SCBild1417.jpg;1417;1;0.716846;h
SCBild1418.jpg;1418;1;0.75188;v
SCBild1419.jpg;1419;1;0.803213;v
SCBild1420.jpg;1420;0;1;v
SCBild1421.jpg;1421;0;1;v
SCBild1422.jpg;1422;1;0.668896;v
SCBild1423.jpg;1423;1;0.506329;v
SCBild1424.jpg;1424;1;1;h
SCBild1425.jpg;1425;1;0.668896;h
SCBild1426.jpg;1426;1;0.673401;v
SCBild1427.jpg;1427;1;1;h
SCBild1428.jpg;1428;1;0.666667;v
SCBild1429.jpg;1429;0;1;v
SCBild1430.jpg;1430;1;0.666667;v
SCBild1431.jpg;1431;1;0.682594;v
SCBild1432.jpg;1432;0;1;v
SCBild1433.jpg;1433;1;0.383877;v
SCBild1434.jpg;1434;1;0.651466;v
SCBild1435.jpg;1435;0;1;v
SCBild1436.jpg;1436;1;0.662252;h
SCBild1437.jpg;1437;0;1;v
SCBild1438.jpg;1438;1;0.75188;v
SCBild1439.jpg;1439;1;0.666667;v
SCBild1440.jpg;1440;1;0.589971;v
SCBild1441.jpg;1441;0;1;v
SCBild1442.jpg;1442;1;0.664452;v
SCBild1443.jpg;1443;1;0.664452;h
SCBild1444.jpg;1444;0;1;v
SCBild1445.jpg;1445;0;1;v
SCBild1446.jpg;1446;1;0.660066;h
SCBild1447.jpg;1447;1;0.668896;v
SCBild1448.jpg;1448;1;0.75188;v
SCBild1449.jpg;1449;1;0.75188;v
SCBild1450.jpg;1450;1;0.666667;v
SCBild1451.jpg;1451;1;0.727273;v
SCBild1452.jpg;1452;1;0.668896;v
SCBild1453.jpg;1453;1;0.671141;v
SCBild1454.jpg;1454;1;0.684932;v
SCBild1455.jpg;1455;1;0.8;v
SCBild1456.jpg;1456;1;0.668896;v
SCBild1457.jpg;1457;1;0.75188;v
SCBild1458.jpg;1458;1;0.666667;v
SCBild1459.jpg;1459;0;1;v
SCBild1460.jpg;1460;1;0.75188;v
SCBild1461.jpg;1461;0;1;v
SCBild1462.jpg;1462;1;0.666667;v
SCBild1463.jpg;1463;0;1;v
SCBild1464.jpg;1464;1;0.666667;v
SCBild1465.jpg;1465;1;0.682594;v
SCBild1466.jpg;1466;1;0.668896;h
SCBild1467.jpg;1467;1;0.668896;v
SCBild1468.jpg;1468;1;0.60423;v
SCBild1469.jpg;1469;1;0.668896;v
SCBild1470.jpg;1470;1;0.668896;v
SCBild1471.jpg;1471;1;0.307692;v
SCBild1472.jpg;1472;1;0.666667;v
SCBild1473.jpg;1473;1;0.8;h
SCBild1474.jpg;1474;1;0.497512;v
SCBild1475.jpg;1475;1;0.666667;v
SCBild1476.jpg;1476;1;0.625;v
SCBild1477.jpg;1477;1;0.668896;h
SCBild1478.jpg;1478;1;0.668896;v
SCBild1479.jpg;1479;1;0.668896;v
SCBild1480.jpg;1480;0;1;h
SCBild1481.jpg;1481;0;1;h
SCBild1482.jpg;1482;1;0.75188;v
SCBild1483.jpg;1483;0;1;v
SCBild1484.jpg;1484;1;0.664452;v
SCBild1485.jpg;1485;0;1;v
SCBild1486.jpg;1486;1;0.668896;v
SCBild1487.jpg;1487;1;0.668896;v
SCBild1488.jpg;1488;0;1;v
SCBild1489.jpg;1489;1;0.684932;v
SCBild1490.jpg;1490;1;0.664452;v
SCBild1491.jpg;1491;1;0.664452;v
SCBild1492.jpg;1492;1;0.666667;v
SCBild1493.jpg;1493;0;1;v
SCBild1494.jpg;1494;0;1;v
SCBild1495.jpg;1495;1;0.699301;h
SCBild1496.jpg;1496;1;0.668896;v
SCBild1497.jpg;1497;1;0.668896;v
SCBild1498.jpg;1498;1;1;h
SCBild1499.jpg;1499;0;1;v
SCBild1500.jpg;1500;0;1;v
SCBild1501.jpg;1501;0;1;v
SCBild1502.jpg;1502;1;0.75188;v
SCBild1503.jpg;1503;1;0.75188;v
SCBild1504.jpg;1504;1;0.666667;v
SCBild1505.jpg;1505;1;1;h
SCBild1506.jpg;1506;1;0.75188;v
SCBild1507.jpg;1507;1;0.668896;h
SCBild1508.jpg;1508;0;1;v
SCBild1509.jpg;1509;0;1;v
SCBild1510.jpg;1510;0;1;v
SCBild1511.jpg;1511;0;1;v
SCBild1512.jpg;1512;0;1;v
SCBild1513.jpg;1513;0;1;h
SCBild1514.jpg;1514;1;0.664452;v
SCBild1515.jpg;1515;1;0.75188;v
SCBild1516.jpg;1516;1;0.668896;h
SCBild1517.jpg;1517;1;0.796813;v
SCBild1518.jpg;1518;1;0.666667;v
SCBild1519.jpg;1519;0;1;v
SCBild1520.jpg;1520;0;1;v
SCBild1521.jpg;1521;1;0.75188;v
SCBild1522.jpg;1522;1;0.666667;v
SCBild1523.jpg;1523;1;0.421053;v
SCBild1524.jpg;1524;1;0.56338;v
SCBild1525.jpg;1525;1;0.75188;h
SCBild1526.jpg;1526;0;1;v
SCBild1527.jpg;1527;1;0.75188;v
SCBild1528.jpg;1528;1;0.75188;v
SCBild1529.jpg;1529;0;1;v
SCBild1530.jpg;1530;1;0.666667;h
SCBild1531.jpg;1531;1;0.75188;v
SCBild1532.jpg;1532;1;0.75188;h
SCBild1533.jpg;1533;1;0.75188;h
SCBild1534.jpg;1534;1;0.668896;v
SCBild1535.jpg;1535;1;0.651466;v
SCBild1536.jpg;1536;0;1;v
SCBild1537.jpg;1537;1;0.78125;v
SCBild1538.jpg;1538;1;0.75188;v
SCBild1539.jpg;1539;1;0.664452;v
SCBild1540.jpg;1540;1;0.666667;v
SCBild1541.jpg;1541;1;0.664452;h
SCBild1542.jpg;1542;1;0.664452;h
SCBild1543.jpg;1543;1;0.600601;v
SCBild1544.jpg;1544;1;0.668896;h
SCBild1545.jpg;1545;0;1;v
SCBild1546.jpg;1546;0;1;h
SCBild1547.jpg;1547;1;0.666667;v
SCBild1548.jpg;1548;1;0.746269;v
SCBild1549.jpg;1549;0;1;v
SCBild1550.jpg;1550;1;0.606061;v
SCBild1551.jpg;1551;0;1;v
SCBild1552.jpg;1552;1;1;h
SCBild1553.jpg;1553;0;1;v
SCBild1554.jpg;1554;0;1;v
SCBild1555.jpg;1555;1;0.666667;v
SCBild1556.jpg;1556;1;0.56338;v
SCBild1557.jpg;1557;1;0.75188;v
SCBild1558.jpg;1558;1;1;h
SCBild1559.jpg;1559;1;0.421941;v
SCBild1560.jpg;1560;1;0.75188;v
SCBild1561.jpg;1561;0;1;v
SCBild1562.jpg;1562;0;1;v
SCBild1563.jpg;1563;0;1;v
SCBild1564.jpg;1564;0;1;v
SCBild1565.jpg;1565;0;1;v
SCBild1566.jpg;1566;1;0.56338;v
SCBild1567.jpg;1567;1;0.75188;v
SCBild1568.jpg;1568;1;0.664452;v
SCBild1569.jpg;1569;1;0.75188;v
SCBild1570.jpg;1570;0;1;v
SCBild1571.jpg;1571;1;0.56338;v
SCBild1572.jpg;1572;1;0.668896;v
SCBild1573.jpg;1573;0;1;v
SCBild1574.jpg;1574;1;0.671141;v
SCBild1575.jpg;1575;1;0.56338;v
SCBild1576.jpg;1576;1;0.75188;v
SCBild1577.jpg;1577;1;0.533333;v
SCBild1578.jpg;1578;1;0.75188;v
SCBild1579.jpg;1579;0;1;v
SCBild1580.jpg;1580;0;1;v
SCBild1581.jpg;1581;0;1;v
SCBild1582.jpg;1582;1;0.227015;v
SCBild1583.jpg;1583;1;0.699301;v
SCBild1584.jpg;1584;0;1;v
SCBild1585.jpg;1585;1;0.75188;h
SCBild1586.jpg;1586;0;1;v
SCBild1587.jpg;1587;1;0.668896;h
SCBild1588.jpg;1588;0;1;v
SCBild1589.jpg;1589;1;0.411523;v
SCBild1590.jpg;1590;1;0.75188;v
SCBild1591.jpg;1591;1;0.44843;v
SCBild1592.jpg;1592;1;0.56338;v
SCBild1593.jpg;1593;0;1;v
SCBild1594.jpg;1594;1;0.666667;v
SCBild1595.jpg;1595;0;1;v
SCBild1596.jpg;1596;1;0.75188;v
SCBild1597.jpg;1597;1;0.664452;v
SCBild1598.jpg;1598;1;0.668896;v
SCBild1599.jpg;1599;1;0.666667;v
SCBild1600.jpg;1600;0;1;v
SCBild1601.jpg;1601;1;0.591716;v
SCBild1602.jpg;1602;0;1;v
SCBild1603.jpg;1603;0;1;h
SCBild1604.jpg;1604;1;0.75188;v
SCBild1605.jpg;1605;1;0.666667;v
SCBild1606.jpg;1606;1;0.668896;v
SCBild1607.jpg;1607;1;0.990099;h
SCBild1608.jpg;1608;1;0.711744;v
SCBild1609.jpg;1609;1;0.666667;v
SCBild1610.jpg;1610;0;1;v
SCBild1611.jpg;1611;1;1;h
SCBild1612.jpg;1612;0;1;v
SCBild1613.jpg;1613;1;0.49505;v
SCBild1614.jpg;1614;0;1;v
SCBild1615.jpg;1615;1;0.668896;v
SCBild1616.jpg;1616;1;0.668896;v
SCBild1617.jpg;1617;1;1;h
SCBild1618.jpg;1618;1;0.668896;v
SCBild1619.jpg;1619;1;0.925926;v
SCBild1620.jpg;1620;1;0.666667;v
SCBild1621.jpg;1621;0;1;v
SCBild1622.jpg;1622;0;1;v
SCBild1623.jpg;1623;0;1;h
SCBild1624.jpg;1624;1;0.666667;v
SCBild1625.jpg;1625;1;0.666667;v
SCBild1626.jpg;1626;1;0.666667;v
SCBild1627.jpg;1627;0;1;v
SCBild1628.jpg;1628;0;1;v
SCBild1629.jpg;1629;1;0.668896;v
SCBild1630.jpg;1630;1;0.668896;v
SCBild1631.jpg;1631;1;0.666667;v
SCBild1632.jpg;1632;1;0.668896;h
SCBild1633.jpg;1633;1;0.668896;h
SCBild1634.jpg;1634;1;0.664452;v
SCBild1635.jpg;1635;0;1;v
SCBild1636.jpg;1636;1;0.666667;v
SCBild1637.jpg;1637;0;1;v
SCBild1638.jpg;1638;0;1;v
SCBild1639.jpg;1639;1;0.75188;v
SCBild1640.jpg;1640;1;0.668896;v
SCBild1641.jpg;1641;1;0.486618;v
SCBild1642.jpg;1642;1;0.75188;v
SCBild1643.jpg;1643;1;0.56338;v
SCBild1644.jpg;1644;1;0.668896;v
SCBild1645.jpg;1645;1;0.732601;v
SCBild1646.jpg;1646;1;0.75188;h
SCBild1647.jpg;1647;0;1;v
SCBild1648.jpg;1648;1;0.668896;v
SCBild1649.jpg;1649;0;1;v
SCBild1650.jpg;1650;1;0.56338;v
SCBild1651.jpg;1651;0;1;v
SCBild1652.jpg;1652;1;0.75188;v
SCBild1653.jpg;1653;1;0.668896;v
SCBild1654.jpg;1654;1;1;h
SCBild1655.jpg;1655;1;0.668896;v
SCBild1656.jpg;1656;0;1;v
SCBild1657.jpg;1657;1;0.668896;h
SCBild1658.jpg;1658;1;0.671141;v
SCBild1659.jpg;1659;1;0.75188;v
SCBild1660.jpg;1660;0;1;v
SCBild1661.jpg;1661;1;0.588235;v
SCBild1662.jpg;1662;1;0.666667;v
SCBild1663.jpg;1663;1;0.675676;v
SCBild1664.jpg;1664;1;0.573066;v
SCBild1665.jpg;1665;1;0.666667;v
SCBild1666.jpg;1666;0;1;v
SCBild1667.jpg;1667;1;0.56338;v
SCBild1668.jpg;1668;1;0.666667;v
SCBild1669.jpg;1669;1;0.75188;h
SCBild1670.jpg;1670;1;0.75188;v
SCBild1671.jpg;1671;1;0.56338;v
SCBild1672.jpg;1672;1;0.858369;v
SCBild1673.jpg;1673;0;1;v
SCBild1674.jpg;1674;1;0.743494;v
SCBild1675.jpg;1675;0;1;v
SCBild1676.jpg;1676;1;0.75188;v
SCBild1677.jpg;1677;1;1;h
SCBild1678.jpg;1678;0;1;v
SCBild1679.jpg;1679;1;0.664452;v
SCBild1680.jpg;1680;1;0.530504;v
SCBild1681.jpg;1681;1;0.668896;v
SCBild1682.jpg;1682;0;1;v
SCBild1683.jpg;1683;0;1;v
SCBild1684.jpg;1684;1;0.75188;h
SCBild1685.jpg;1685;1;0.649351;v
SCBild1686.jpg;1686;0;1;v
SCBild1687.jpg;1687;0;1;v
SCBild1688.jpg;1688;1;0.673401;v
SCBild1689.jpg;1689;1;0.666667;v
SCBild1690.jpg;1690;0;1;v
SCBild1691.jpg;1691;0;1;v
SCBild1692.jpg;1692;1;0.617284;v
SCBild1693.jpg;1693;0;1;v
SCBild1694.jpg;1694;1;0.673401;v
SCBild1695.jpg;1695;1;1;h
SCBild1696.jpg;1696;1;0.664452;v
SCBild1697.jpg;1697;1;0.560224;v
SCBild1698.jpg;1698;0;1;v
SCBild1699.jpg;1699;1;0.668896;h
SCBild1700.jpg;1700;1;0.75188;v
SCBild1701.jpg;1701;1;0.746269;v
SCBild1702.jpg;1702;1;0.591716;v
SCBild1703.jpg;1703;1;0.956938;v
SCBild1704.jpg;1704;1;0.666667;h
SCBild1705.jpg;1705;1;0.668896;v
SCBild1706.jpg;1706;1;0.668896;v
SCBild1707.jpg;1707;0;1;v
SCBild1708.jpg;1708;1;0.668896;v
SCBild1709.jpg;1709;1;0.668896;v
SCBild1710.jpg;1710;1;0.666667;v
SCBild1711.jpg;1711;1;0.56338;v
SCBild1712.jpg;1712;1;1;h
SCBild1713.jpg;1713;1;0.56338;v
SCBild1714.jpg;1714;1;0.711744;h
SCBild1715.jpg;1715;1;0.666667;v
SCBild1716.jpg;1716;0;1;v
SCBild1717.jpg;1717;1;0.56338;v
SCBild1718.jpg;1718;0;1;v
SCBild1719.jpg;1719;0;1;h
SCBild1720.jpg;1720;1;0.666667;v
SCBild1721.jpg;1721;1;0.75188;v
SCBild1722.jpg;1722;1;0.687285;v
SCBild1723.jpg;1723;1;0.668896;v
SCBild1724.jpg;1724;1;0.668896;v
SCBild1725.jpg;1725;0;1;v
SCBild1726.jpg;1726;1;1;h
SCBild1727.jpg;1727;1;0.75188;v
SCBild1728.jpg;1728;1;0.735294;v
SCBild1729.jpg;1729;0;1;v
SCBild1730.jpg;1730;0;1;v
SCBild1731.jpg;1731;0;1;v
SCBild1732.jpg;1732;1;0.645161;v
SCBild1733.jpg;1733;1;0.531915;v
SCBild1734.jpg;1734;1;0.503778;v
SCBild1735.jpg;1735;0;1;h
SCBild1736.jpg;1736;1;0.75188;v
SCBild1737.jpg;1737;1;0.668896;h
SCBild1738.jpg;1738;1;0.613497;v
SCBild1739.jpg;1739;0;1;v
SCBild1740.jpg;1740;0;1;h
SCBild1741.jpg;1741;0;1;h
SCBild1742.jpg;1742;1;0.5;v
SCBild1743.jpg;1743;0;1;v
SCBild1744.jpg;1744;0;1;v
SCBild1745.jpg;1745;1;0.724638;h
SCBild1746.jpg;1746;1;0.75188;v
SCBild1747.jpg;1747;0;1;v
SCBild1748.jpg;1748;1;0.75188;v
SCBild1749.jpg;1749;1;0.668896;v
SCBild1750.jpg;1750;1;0.662252;v
SCBild1751.jpg;1751;1;0.668896;v
SCBild1752.jpg;1752;1;0.75188;v
SCBild1753.jpg;1753;1;0.668896;v
SCBild1754.jpg;1754;1;0.75188;v
SCBild1755.jpg;1755;1;0.595238;v
SCBild1756.jpg;1756;0;1;h
SCBild1757.jpg;1757;0;1;v
SCBild1758.jpg;1758;0;1;v
SCBild1759.jpg;1759;1;0.671141;v
SCBild1760.jpg;1760;1;0.673401;v
SCBild1761.jpg;1761;1;0.668896;v
SCBild1762.jpg;1762;0;1;v
SCBild1763.jpg;1763;1;0.611621;v
SCBild1764.jpg;1764;1;0.542005;v
SCBild1765.jpg;1765;1;0.662252;v
SCBild1766.jpg;1766;1;0.75188;v
SCBild1767.jpg;1767;1;0.666667;v
SCBild1768.jpg;1768;0;1;v
SCBild1769.jpg;1769;1;0.531915;v
SCBild1770.jpg;1770;0;1;v
SCBild1771.jpg;1771;1;0.680272;h
SCBild1772.jpg;1772;1;0.666667;v
SCBild1773.jpg;1773;1;0.666667;v
SCBild1774.jpg;1774;1;0.56338;v
SCBild1775.jpg;1775;0;1;v
SCBild1776.jpg;1776;1;0.671141;v
SCBild1777.jpg;1777;1;0.668896;v
SCBild1778.jpg;1778;1;1;h
SCBild1779.jpg;1779;1;0.769231;v
SCBild1780.jpg;1780;0;1;v
SCBild1781.jpg;1781;1;0.668896;v
SCBild1782.jpg;1782;1;0.75188;v
SCBild1783.jpg;1783;1;0.684932;v
SCBild1784.jpg;1784;1;1;h
SCBild1785.jpg;1785;0;1;v
SCBild1786.jpg;1786;0;1;v
SCBild1787.jpg;1787;1;0.668896;v
SCBild1788.jpg;1788;1;0.262467;v
SCBild1789.jpg;1789;1;0.668896;v
SCBild1790.jpg;1790;1;0.668896;v
SCBild1791.jpg;1791;1;0.647249;v
SCBild1792.jpg;1792;0;1;v
SCBild1793.jpg;1793;0;1;v
SCBild1794.jpg;1794;0;1;v
SCBild1795.jpg;1795;1;0.664452;v
SCBild1796.jpg;1796;1;1;h
SCBild1797.jpg;1797;0;1;v
SCBild1798.jpg;1798;0;1;v
SCBild1799.jpg;1799;0;1;h
SCBild1800.jpg;1800;1;0.8;v
SCBild1801.jpg;1801;1;0.666667;v
SCBild1802.jpg;1802;1;0.58651;v
SCBild1803.jpg;1803;1;0.534759;v
SCBild1804.jpg;1804;1;0.456621;v
SCBild1805.jpg;1805;1;0.75188;v
SCBild1806.jpg;1806;1;0.668896;v
SCBild1807.jpg;1807;1;0.611621;v
SCBild1808.jpg;1808;1;0.75188;v
SCBild1809.jpg;1809;0;1;v
SCBild1810.jpg;1810;0;1;v
SCBild1811.jpg;1811;0;1;v
SCBild1812.jpg;1812;1;0.56338;v
SCBild1813.jpg;1813;1;0.701754;h
SCBild1814.jpg;1814;1;0.449438;v
SCBild1815.jpg;1815;1;0.425532;v
SCBild1816.jpg;1816;1;0.75188;v
SCBild1817.jpg;1817;1;1;h
SCBild1818.jpg;1818;1;0.699301;v
SCBild1819.jpg;1819;0;1;v
SCBild1820.jpg;1820;1;0.75188;v
SCBild1821.jpg;1821;0;1;v
SCBild1822.jpg;1822;1;0.666667;v
SCBild1823.jpg;1823;0;1;v
SCBild1824.jpg;1824;1;0.668896;v
SCBild1825.jpg;1825;0;1;h
SCBild1826.jpg;1826;0;1;v
SCBild1827.jpg;1827;1;0.558659;v
SCBild1828.jpg;1828;1;0.666667;v
SCBild1829.jpg;1829;0;1;h
SCBild1830.jpg;1830;1;0.75188;v
SCBild1831.jpg;1831;1;0.671141;v
SCBild1832.jpg;1832;1;0.668896;v
SCBild1833.jpg;1833;1;0.666667;v
SCBild1834.jpg;1834;1;0.738007;v
SCBild1835.jpg;1835;1;0.668896;h
SCBild1836.jpg;1836;0;1;v
SCBild1837.jpg;1837;0;1;h
SCBild1838.jpg;1838;1;0.625;v
SCBild1839.jpg;1839;0;1;v
SCBild1840.jpg;1840;1;0.668896;v
SCBild1841.jpg;1841;1;0.56338;v
SCBild1842.jpg;1842;1;0.149477;v
SCBild1843.jpg;1843;1;0.668896;v
SCBild1844.jpg;1844;1;0.657895;v
SCBild1845.jpg;1845;0;1;v
SCBild1846.jpg;1846;0;1;v
SCBild1847.jpg;1847;1;0.666667;v
SCBild1848.jpg;1848;0;1;v
SCBild1849.jpg;1849;1;0.668896;v
SCBild1850.jpg;1850;1;0.56338;v
SCBild1851.jpg;1851;1;0.671141;v
SCBild1852.jpg;1852;0;1;v
SCBild1853.jpg;1853;0;1;v
SCBild1854.jpg;1854;1;0.75188;v
